geneid, patientid, expression value
25, 7, 991995.41
25, 8, 927084.16
25, 9, 1358347.85
25, 10, 1417490.82
25, 11, 859216.14
25, 12, 163607.94
25, 13, 1846272.22
25, 14, -126885.47
25, 15, 1801785.89
25, 16, 1279703.79
25, 17, 1882162.43
25, 18, 1654024.61
25, 19, 1310250.12
25, 20, 761025.14
25, 21, 49845.91
25, 22, 1776936.45
25, 23, 1159297.63
25, 24, 1965001.99
25, 25, 1409369.45
25, 26, 1708642.07
25, 27, 1689863.07
25, 28, 917598.67
25, 29, 783554.49
25, 30, 1248597.27
25, 31, -116863.09
25, 32, 821408.54
25, 33, -15169.43
25, 34, 1042972.26
25, 35, 1874967.08
25, 36, -94971.77
25, 37, 1223411.06
25, 38, 718200.58
25, 39, 1904594.65
25, 40, 1313140.62
25, 41, 1824396.91
25, 42, 653001.83
25, 43, 1234797.90
25, 44, 204146.05
25, 45, 1374238.23
25, 46, -64994.97
25, 47, 1096143.06
25, 48, -41894.14
25, 49, 249470.25
25, 50, 1318705.11
25, 51, 731898.68
25, 52, 543886.81
25, 53, 279625.25
25, 54, -22304.91
25, 55, 1133710.44
25, 56, 1323358.56
25, 57, 102891.33
25, 58, 1957049.89
25, 59, 1040275.63
25, 60, 1119215.66
25, 61, 1999669.62
25, 62, 656188.56
25, 63, 1911778.14
25, 64, -61533.92
25, 65, 538143.38
25, 66, 1374550.80
25, 67, 1610035.00
25, 68, 433081.32
25, 69, 1618464.96
25, 70, -13974.49
25, 71, 127797.14
25, 72, 1574984.87
25, 73, 232663.38
25, 74, 571234.96
25, 75, 1723062.98
25, 76, 1353573.66
25, 77, 1847100.57
25, 78, 1611507.19
25, 79, 502307.57
25, 80, 556632.63
25, 81, 1595698.20
25, 82, -121518.63
25, 83, 55827.97
25, 84, 1749481.07
25, 85, 1156349.68
25, 86, 1366664.63
25, 87, 1881729.01
25, 88, 1380856.93
25, 89, 1006129.63
25, 90, 47698.92
25, 91, 1596947.10
25, 92, -124458.33
25, 93, 1196558.59
25, 94, 612888.34
25, 95, 1013543.04
25, 96, 452887.01
25, 97, 1671754.24
25, 98, 1795863.08
25, 99, -53611.17
26, 0, 874246.02
26, 1, 244723.18
26, 2, 75013.48
26, 3, 1491697.75
26, 4, 360990.05
26, 5, 1470251.77
26, 6, 952981.32
26, 7, 1814231.00
26, 8, 664475.04
26, 9, 1244613.62
26, 10, 1047254.37
26, 11, -107848.06
26, 12, 1944655.88
26, 13, 1567430.83
26, 14, 712258.11
26, 15, 1863795.04
26, 16, 1732488.91
26, 17, 725734.90
26, 18, 1526421.95
26, 19, 13131.98
26, 20, 1264066.35
26, 21, 290346.54
26, 22, 1281050.69
26, 23, 373676.36
26, 24, 1688539.97
26, 25, 487994.16
26, 26, 175542.00
26, 27, -92884.81
26, 28, 1833625.06
26, 29, 45111.05
26, 30, 620689.31
26, 31, 1137153.26
26, 32, 1764757.81
26, 33, 464668.22
26, 34, 1102113.00
26, 35, 765238.55
26, 36, 1590062.71
26, 37, 1272547.64
26, 38, 1127189.73
26, 39, 251393.82
26, 40, 379811.75
26, 41, 849089.65
26, 42, 1504467.97
26, 43, 820000.93
26, 44, 1787027.53
26, 45, 658233.83
26, 46, 547355.01
26, 47, 294505.69
26, 48, 1144962.55
26, 49, 558713.97
26, 50, -171573.46
26, 51, 1277618.68
26, 52, 45296.32
26, 53, -2452.52
26, 54, 1692430.88
26, 55, 888448.33
26, 56, 1184693.31
26, 57, 337606.59
26, 58, 1167760.72
26, 59, 172681.34
26, 60, 435005.39
26, 61, 1637254.60
26, 62, 117938.34
26, 63, 991957.25
26, 64, 1894944.56
26, 65, 122058.31
26, 66, 684178.36
26, 67, 1821448.72
26, 68, 257012.15
26, 69, 1699431.30
26, 70, 1008063.52
26, 71, 1546612.29
26, 72, 659667.79
26, 73, 1546698.77
26, 74, 1698200.66
26, 75, 917123.74
26, 76, 1717759.96
26, 77, 666408.81
26, 78, -141996.13
26, 79, 649364.66
26, 80, 1439905.74
26, 81, 1450907.69
26, 82, 1718849.89
26, 83, 754318.52
26, 84, 491842.23
26, 85, 1916028.20
26, 86, 740430.20
26, 87, 847150.94
26, 88, 1267223.24
26, 89, -176368.53
26, 90, -13026.60
26, 91, 1119873.05
26, 92, 223025.85
26, 93, 829325.24
26, 94, 1220362.42
26, 95, 87884.18
26, 96, 387252.84
26, 97, 683746.19
26, 98, 375067.76
26, 99, 1280665.54
27, 0, 634428.47
27, 1, -121288.13
27, 2, 1211551.65
27, 3, 595320.77
27, 4, 1107777.63
27, 5, 792768.24
27, 6, 1739265.89
27, 7, 1674474.65
27, 8, 504220.76
27, 9, 304721.10
27, 10, 81895.01
27, 11, 558194.38
27, 12, 1514313.92
27, 13, 839176.83
27, 14, 1872013.26
27, 15, 1924021.97
27, 16, 504907.32
27, 17, 1192096.79
27, 18, 522786.11
27, 19, 135934.91
27, 20, 1611636.94
27, 21, 1661366.75
27, 22, 1155845.34
27, 23, 1999241.43
27, 24, 918287.07
27, 25, 1587975.77
27, 26, 576288.09
27, 27, 1595459.61
27, 28, -38139.77
27, 29, 1094384.31
27, 30, 450234.16
27, 31, 439958.75
27, 32, 1430736.88
27, 33, 688719.69
27, 34, 476712.64
27, 35, 1852542.88
27, 36, 1155419.66
27, 37, 867499.86
27, 38, 1391338.97
27, 39, -168972.87
27, 40, 1239460.44
27, 41, 1404141.87
27, 42, 1661186.65
27, 43, 1547786.85
27, 44, 1191065.31
27, 45, 1431186.65
27, 46, -179466.71
27, 47, 537487.69
27, 48, 1591741.78
27, 49, 990235.35
27, 50, 1811859.54
27, 51, 1181687.20
27, 52, 1624994.41
27, 53, -149114.93
27, 54, 1671134.99
27, 55, 1949277.94
27, 56, 1971861.31
27, 57, 1018076.24
27, 58, 906743.37
27, 59, 565160.99
27, 60, 759861.97
27, 61, 1631098.66
27, 62, 918882.08
27, 63, 682855.25
27, 64, 782486.79
27, 65, 1624826.26
27, 66, 1329711.05
27, 67, 551994.16
27, 68, 924508.55
27, 69, 1683025.01
27, 70, 126001.28
27, 71, 170818.78
27, 72, 1517484.43
27, 73, 429853.58
27, 74, -17785.50
27, 75, 439262.99
27, 76, 1676162.28
27, 77, 1209890.11
27, 78, 936505.37
27, 79, 15929.55
27, 80, 245327.25
27, 81, 1955895.29
27, 82, 1429111.25
27, 83, 1923099.96
27, 84, 954658.52
27, 85, 1943497.19
27, 86, 87551.40
27, 87, 640303.43
27, 88, 1439020.36
27, 89, 637745.72
27, 90, 1181562.69
27, 91, 1971355.42
27, 92, 1783814.56
27, 93, 1051918.28
27, 94, 142207.79
27, 95, -38275.26
27, 96, 152579.80
27, 97, 1727988.46
27, 98, 342188.95
27, 99, 1321927.08
28, 0, 1353381.22
28, 1, 535967.20
28, 2, 1586267.26
28, 3, 937473.30
28, 4, 820645.99
28, 5, 136800.60
28, 6, 1399315.26
28, 7, 786516.19
28, 8, 206193.94
28, 9, 940905.02
28, 10, -704.00
28, 11, 1188039.38
28, 12, 798164.64
28, 13, 70245.19
28, 14, 255974.99
28, 15, 75687.41
28, 16, 1653523.48
28, 17, 1970507.24
28, 18, 1401117.86
28, 19, 30196.59
28, 20, -62417.74
28, 21, 96458.25
28, 22, 1623755.53
28, 23, 1813710.19
28, 24, 1995473.87
28, 25, 414653.26
28, 26, 1823878.14
28, 27, 1429802.59
28, 28, 245463.46
28, 29, 63918.91
28, 30, 1369469.03
28, 31, 1016935.60
28, 32, 1441370.24
28, 33, 1335665.93
28, 34, 41617.41
28, 35, 1609784.36
28, 36, 330845.82
28, 37, 1730960.66
28, 38, 1692629.14
28, 39, 1161532.72
28, 40, 686856.15
28, 41, 919307.40
28, 42, 837898.51
28, 43, 299042.02
28, 44, 638529.22
28, 45, 877494.99
28, 46, 1549043.60
28, 47, 1731149.65
28, 48, 852508.85
28, 49, 235833.93
28, 50, 1376226.90
28, 51, 1168246.34
28, 52, 1926351.83
28, 53, 1376541.09
28, 54, 698989.82
28, 55, 1024634.05
28, 56, 270739.32
28, 57, 616745.19
28, 58, 244199.32
28, 59, 1169321.89
28, 60, 975820.94
28, 61, 580748.19
28, 62, 239703.04
28, 63, 967750.09
28, 64, -152364.81
28, 65, 206328.01
28, 66, 1211690.57
28, 67, 1774706.96
28, 68, 959019.48
28, 69, 558759.43
28, 70, 1018069.12
28, 71, -155463.19
28, 72, 912555.01
28, 73, 567751.30
28, 74, 1690857.59
28, 75, 1808593.84
28, 76, 1998809.84
28, 77, 466948.77
28, 78, 1459238.87
28, 79, 269547.49
28, 80, 130755.64
28, 81, 431011.69
28, 82, 1335977.78
28, 83, 212847.01
28, 84, 1067238.35
28, 85, 1154262.68
28, 86, 1054074.43
28, 87, 1192823.72
28, 88, 1249018.49
28, 89, 1933462.09
28, 90, 26588.63
28, 91, 1324730.12
28, 92, 850413.98
28, 93, -23076.47
28, 94, 550560.35
28, 95, 1481695.36
28, 96, -7710.30
28, 97, 1110152.88
28, 98, 33155.79
28, 99, 305610.33
29, 0, 607823.35
29, 1, 692286.21
29, 2, 35456.95
29, 3, 269558.79
29, 4, 311897.47
29, 5, 153962.35
29, 6, 154720.21
29, 7, 889236.04
29, 8, 1831485.74
29, 9, 1481666.61
29, 10, 1942926.03
29, 11, 1280555.36
29, 12, 1054982.57
29, 13, 788446.87
29, 14, 1116229.44
29, 15, 1245538.36
29, 16, 1029964.64
29, 17, 1212943.16
29, 18, 1851943.57
29, 19, 141873.08
29, 20, 1638469.33
29, 21, -177208.69
29, 22, -77451.11
29, 23, 1236452.60
29, 24, 1682727.36
29, 25, 655503.13
29, 26, 152412.51
29, 27, 75331.17
29, 28, 400814.04
29, 29, 199414.14
29, 30, 1623784.79
29, 31, 620069.74
29, 32, 663788.20
29, 33, 747824.24
29, 34, -55828.42
29, 35, 1614579.11
29, 36, 1726527.67
29, 37, 1869555.68
29, 38, 512010.56
29, 39, 448538.30
29, 40, 1481982.14
29, 41, 1412494.23
29, 42, 717561.32
29, 43, 717842.40
29, 44, 65495.51
29, 45, 1039926.45
29, 46, 1246562.60
29, 47, 719090.02
29, 48, 549814.30
29, 49, 1604608.59
29, 50, 735121.74
29, 51, 222396.16
29, 52, 774045.06
29, 53, 1164203.25
29, 54, 80311.61
29, 55, -19292.81
29, 56, 462416.15
29, 57, 740333.08
29, 58, 1345863.43
29, 59, 1938662.69
29, 60, 1530668.72
29, 61, 1329923.48
29, 62, 554196.03
29, 63, 1647293.57
29, 64, 190980.00
29, 65, 587034.39
29, 66, 453920.58
29, 67, 1087037.55
29, 68, 1862725.57
29, 69, 1998672.00
29, 70, 679870.67
29, 71, 1134908.85
29, 72, 1627179.19
29, 73, 1865786.23
29, 74, 1713147.30
29, 75, 2003100.77
29, 76, 542764.50
29, 77, 1568830.81
29, 78, 1283374.17
29, 79, 1706343.61
29, 80, 1396156.68
29, 81, 994892.95
29, 82, 1568125.37
29, 83, 70613.87
29, 84, 120569.76
29, 85, 474815.59
29, 86, 1990676.26
29, 87, 1813496.41
29, 88, 688865.53
29, 89, 1450052.20
29, 90, 582362.89
29, 91, 1093084.35
29, 92, 1203905.14
29, 93, 1606615.55
29, 94, 171476.02
29, 95, 466531.04
29, 96, 1390893.94
29, 97, 896856.39
29, 98, 174788.81
29, 99, 397164.36
30, 0, 684113.49
30, 1, 1878505.65
30, 2, 1442852.20
30, 3, 1713668.68
30, 4, 330574.64
30, 5, 738188.73
30, 6, 1110658.45
30, 7, 1259597.58
30, 8, 432267.02
30, 9, 1918514.39
30, 10, 1257182.51
30, 11, 1467669.71
30, 12, 635876.31
30, 13, 1780366.44
30, 14, 1846670.98
30, 15, 326801.80
30, 16, 612119.26
30, 17, -59260.79
30, 18, 1452299.05
30, 19, 209831.28
30, 20, 676269.34
30, 21, 661455.36
30, 22, 313171.06
30, 23, 1915735.39
30, 24, -52093.40
30, 25, 1608458.51
30, 26, 521494.40
30, 27, 621044.94
30, 28, 778017.01
30, 29, 710953.22
30, 30, 211868.44
30, 31, 1693737.44
30, 32, 449886.27
30, 33, 663465.03
30, 34, -128754.82
30, 35, 1793715.40
30, 36, 28495.06
30, 37, 453112.10
30, 38, 343613.01
30, 39, 924907.25
30, 40, 1455662.43
30, 41, 1350773.92
30, 42, 1700281.10
30, 43, 655188.32
30, 44, 587671.33
30, 45, 1160980.62
30, 46, 979253.97
30, 47, 1206011.13
30, 48, 1966108.08
30, 49, 1810715.97
30, 50, -58414.18
30, 51, 504986.70
30, 52, 1542665.84
30, 53, 314305.23
30, 54, 722105.51
30, 55, 957869.96
30, 56, 614427.47
30, 57, 755953.30
30, 58, 46147.32
30, 59, 1020034.46
30, 60, -34685.63
30, 61, 957878.60
30, 62, 1168105.85
30, 63, 1404482.98
30, 64, 1852158.72
30, 65, 160863.94
30, 66, 701352.31
30, 67, 1333078.27
30, 68, 172475.03
30, 69, 1547373.50
30, 70, -150624.58
30, 71, -24867.39
30, 72, 1675433.67
30, 73, 642476.21
30, 74, 393138.50
30, 75, 1956878.10
30, 76, 1284614.56
30, 77, 180567.90
30, 78, 1922065.73
30, 79, 630904.27
30, 80, 179655.29
30, 81, 1473653.38
30, 82, 1383631.18
30, 83, 1709541.84
30, 84, 126900.67
30, 85, 239974.97
30, 86, 335081.37
30, 87, 22022.88
30, 88, 424207.79
30, 89, 744592.93
30, 90, 8878.61
30, 91, 1513370.08
30, 92, 745300.96
30, 93, -126252.83
30, 94, 1840568.93
30, 95, 1656103.49
30, 96, 801502.25
30, 97, 1973871.30
30, 98, 1278328.63
30, 99, 218329.40
31, 0, 245066.09
31, 1, 1569837.80
31, 2, 1968072.30
31, 3, 623738.09
31, 4, -155680.74
31, 5, -109421.69
31, 6, 532948.43
31, 7, -182394.46
31, 8, 273022.70
31, 9, 1796887.07
31, 10, 1943344.14
31, 11, 63319.69
31, 12, 492414.24
31, 13, 1937940.25
31, 14, -166431.24
31, 15, 865132.18
31, 16, 1217711.42
31, 17, 182382.92
31, 18, 1885161.45
31, 19, 51733.32
31, 20, 1350670.97
31, 21, 1367071.69
31, 22, 1323900.88
31, 23, 44743.62
31, 24, 569972.68
31, 25, 1346687.56
31, 26, -70006.78
31, 27, 96427.09
31, 28, 290169.00
31, 29, 771821.42
31, 30, 1788391.10
31, 31, 1987022.23
31, 32, 1740514.73
31, 33, 1692540.44
31, 34, -84446.13
31, 35, 905132.60
31, 36, 465915.31
31, 37, 1751693.71
31, 38, 450620.25
31, 39, 765025.51
31, 40, -81264.15
31, 41, 83288.20
31, 42, 1479324.51
31, 43, 530230.49
31, 44, 582211.79
31, 45, 1358585.44
31, 46, 412420.91
31, 47, 381581.80
31, 48, 506210.47
31, 49, 1687684.39
31, 50, 1798502.24
31, 51, -127447.23
31, 52, 185478.47
31, 53, 244689.72
31, 54, 21808.95
31, 55, 230753.99
31, 56, 1779905.63
31, 57, 1595315.86
31, 58, -4131.77
31, 59, 1670509.16
31, 60, 1023744.78
31, 61, 712087.08
31, 62, 1707672.14
31, 63, 446970.85
31, 64, 1302167.55
31, 65, 1853995.96
31, 66, 985010.95
31, 67, 1863427.65
31, 68, 1606304.36
31, 69, 1526494.39
31, 70, 857257.34
31, 71, 1615951.98
31, 72, 1351816.15
31, 73, 1449979.46
31, 74, 814413.86
31, 75, 847130.28
31, 76, 1776595.04
31, 77, 1943401.32
31, 78, 1975335.83
31, 79, 657990.62
31, 80, 1853074.54
31, 81, 888799.46
31, 82, 591167.69
31, 83, 1476303.27
31, 84, -171429.36
31, 85, 1319166.74
31, 86, 861583.75
31, 87, 1580074.34
31, 88, 831241.33
31, 89, 481533.16
31, 90, 128878.82
31, 91, 221853.00
31, 92, 773452.81
31, 93, 1236009.12
31, 94, 1970095.03
31, 95, 167369.89
31, 96, 1748142.47
31, 97, 306991.57
31, 98, 1064655.88
31, 99, -128572.22
32, 0, 559908.60
32, 1, 883949.42
32, 2, 907828.35
32, 3, 741649.67
32, 4, 1860938.80
32, 5, 1569382.48
32, 6, 439045.75
32, 7, 435217.20
32, 8, 1496275.84
32, 9, 1674697.96
32, 10, 862902.44
32, 11, 1317503.13
32, 12, 1332889.69
32, 13, 848626.49
32, 14, 656055.61
32, 15, 1299471.35
32, 16, 1825223.42
32, 17, 1491719.84
32, 18, 91169.87
32, 19, 1120921.22
32, 20, 846623.08
32, 21, 627900.02
32, 22, 1625248.14
32, 23, 633631.52
32, 24, 811208.19
32, 25, 1447583.72
32, 26, 172809.26
32, 27, 1211544.46
32, 28, 671604.94
32, 29, 1184538.16
32, 30, -133404.83
32, 31, 1893307.73
32, 32, 790808.57
32, 33, 668954.12
32, 34, 1465568.05
32, 35, 1496969.91
32, 36, 239948.38
32, 37, 1559710.03
32, 38, 261949.26
32, 39, 887543.11
32, 40, 475591.82
32, 41, 1108702.23
32, 42, 963084.75
32, 43, 704740.08
32, 44, 1157275.17
32, 45, 186834.47
32, 46, 1469667.60
32, 47, 1968748.36
32, 48, 1181745.56
32, 49, 83825.47
32, 50, 677414.69
32, 51, 104989.57
32, 52, -120922.65
32, 53, 1885228.54
32, 54, 1681892.32
32, 55, 76726.01
32, 56, 1947451.45
32, 57, 708355.96
32, 58, 1855590.10
32, 59, 125166.53
32, 60, 770572.77
32, 61, 1525185.35
32, 62, 892338.77
32, 63, 716688.45
32, 64, 1624123.28
32, 65, 562088.02
32, 66, -55228.62
32, 67, 1863539.65
32, 68, 1206480.49
32, 69, 963681.65
32, 70, 1903977.59
32, 71, 369513.41
32, 72, 1310746.35
32, 73, 740378.38
32, 74, 716878.41
32, 75, 974311.31
32, 76, 464097.25
32, 77, 1324920.39
32, 78, 1278761.74
32, 79, -127034.71
32, 80, 384952.08
32, 81, 1902338.84
32, 82, 1871236.50
32, 83, -135502.47
32, 84, 1983697.28
32, 85, 180764.09
32, 86, 1619572.75
32, 87, 1379088.05
32, 88, 1976385.80
32, 89, 872985.05
32, 90, 1689661.81
32, 91, 1317194.91
32, 92, 906074.46
32, 93, 1445870.91
32, 94, 471812.66
32, 95, 1182469.93
32, 96, 1686461.26
32, 97, 381389.17
32, 98, 403425.16
32, 99, 879877.94
33, 0, 246080.25
33, 1, 1203395.35
33, 2, 817936.85
33, 3, 354906.18
33, 4, 509104.39
33, 5, 1773505.18
33, 6, 486867.52
33, 7, 1212024.73
33, 8, 251740.09
33, 9, 1092008.59
33, 10, 966806.83
33, 11, 1879400.97
33, 12, 1520386.06
33, 13, 1028519.22
33, 14, 318103.81
33, 15, 11588.44
33, 16, 543716.55
33, 17, 199600.15
33, 18, 966933.13
33, 19, 1359041.58
33, 20, 360267.72
33, 21, 534568.29
33, 22, 514486.64
33, 23, 1266676.16
33, 24, 893878.20
33, 25, 1744667.97
33, 26, 1505432.94
33, 27, 83717.67
33, 28, 97091.78
33, 29, 1472663.82
33, 30, 1845056.44
33, 31, 1208643.27
33, 32, 1269658.87
33, 33, 144272.03
33, 34, 1931811.25
33, 35, -27521.71
33, 36, 1726422.12
33, 37, 758051.13
33, 38, 1201295.68
33, 39, 632340.32
33, 40, 1492910.00
33, 41, 177697.45
33, 42, 549556.87
33, 43, -85365.84
33, 44, 241781.22
33, 45, 39417.62
33, 46, -29573.16
33, 47, 1862563.47
33, 48, 899912.10
33, 49, 1019176.46
33, 50, 504657.88
33, 51, 265081.15
33, 52, 1530156.96
33, 53, 1711431.43
33, 54, 1141746.41
33, 55, 971705.09
33, 56, -129250.69
33, 57, 1730806.71
33, 58, 1270175.27
33, 59, 4546.29
33, 60, 1390172.16
33, 61, 84123.71
33, 62, 432406.69
33, 63, 1195817.07
33, 64, 499953.72
33, 65, 1508252.92
33, 66, 948396.69
33, 67, 1245782.21
33, 68, 595444.73
33, 69, 721401.61
33, 70, 1227777.35
33, 71, 647047.88
33, 72, 761990.19
33, 73, 1358032.25
33, 74, 585448.21
33, 75, 637849.08
33, 76, 27680.03
33, 77, 1372206.16
33, 78, 1458966.06
33, 79, 499243.92
33, 80, 269524.39
33, 81, -102808.18
33, 82, 190696.84
33, 83, 656423.75
33, 84, 820328.08
33, 85, 449255.88
33, 86, -128438.00
33, 87, 618599.71
33, 88, 720547.54
33, 89, 1760144.52
33, 90, 53321.35
33, 91, -159028.06
33, 92, 1619009.75
33, 93, 1163302.81
33, 94, 1627968.89
33, 95, 999890.70
33, 96, 1699956.27
33, 97, 146747.94
33, 98, 1672971.06
33, 99, 1203052.22
34, 0, 1892001.30
34, 1, 620139.07
34, 2, 1532742.32
34, 3, 408961.48
34, 4, -53215.39
34, 5, 1988894.36
34, 6, 1232281.48
34, 7, 1107726.87
34, 8, -74968.88
34, 9, 967768.57
34, 10, 922259.73
34, 11, 1790134.25
34, 12, 1285439.90
34, 13, 1527199.28
34, 14, 1985467.14
34, 15, 1348768.98
34, 16, 485613.79
34, 17, 1499381.19
34, 18, 1883737.28
34, 19, 967976.16
34, 20, 800275.85
34, 21, 898522.28
34, 22, 421799.06
34, 23, 381873.30
34, 24, 651100.43
34, 25, 1678307.65
34, 26, 1208063.69
34, 27, 1163689.38
34, 28, 996633.24
34, 29, -67767.28
34, 30, 1116853.26
34, 31, 464606.73
34, 32, 460314.39
34, 33, 1143259.70
34, 34, 387301.34
34, 35, 1601664.58
34, 36, 143661.32
34, 37, 800020.00
34, 38, 68429.80
34, 39, 1949072.78
34, 40, 475634.96
34, 41, 1225917.18
34, 42, 1100245.59
34, 43, 1130473.56
34, 44, 1332735.36
34, 45, 1863243.92
34, 46, 775268.05
34, 47, 201603.16
34, 48, 1695420.36
34, 49, -55188.70
34, 50, 621095.72
34, 51, 1391265.93
34, 52, 1475962.35
34, 53, 420874.62
34, 54, 1899654.83
34, 55, 621143.94
34, 56, 551594.62
34, 57, 1039105.11
34, 58, 647412.54
34, 59, -102681.56
34, 60, 599945.93
34, 61, 1938928.61
34, 62, 751590.11
34, 63, -29052.69
34, 64, 1005256.60
34, 65, 332854.89
34, 66, 591534.67
34, 67, 255138.41
34, 68, 718131.10
34, 69, 432636.87
34, 70, 1109697.84
34, 71, 386867.20
34, 72, 1753264.15
34, 73, -106603.72
34, 74, 96022.63
34, 75, 1283173.88
34, 76, 1316454.62
34, 77, 870116.25
34, 78, 1434938.58
34, 79, 116950.28
34, 80, 262681.30
34, 81, 844243.00
34, 82, 797921.88
34, 83, 293838.97
34, 84, 1724928.83
34, 85, 183241.75
34, 86, 1155287.55
34, 87, 1024215.53
34, 88, 1455491.54
34, 89, 210006.09
34, 90, -32495.83
34, 91, 427615.22
34, 92, 1997835.50
34, 93, 589976.65
34, 94, 93944.52
34, 95, 588293.79
34, 96, 989649.64
34, 97, 479010.46
34, 98, 784077.81
34, 99, 1031892.13
35, 0, 1505195.17
35, 1, 461339.15
35, 2, 1702368.17
35, 3, 1303799.36
35, 4, 1602895.82
35, 5, 90697.38
35, 6, 1806154.23
35, 7, 1276144.50
35, 8, 720012.06
35, 9, 1643302.96
35, 10, 1909051.01
35, 11, 1213025.25
35, 12, 1730868.47
35, 13, 1949714.43
35, 14, 82924.67
35, 15, 1367402.26
35, 16, 175583.38
35, 17, -47645.81
35, 18, 1960632.27
35, 19, 1255998.79
35, 20, 448289.26
35, 21, 1820124.07
35, 22, 1280382.19
35, 23, -178356.41
35, 24, 1453791.48
35, 25, 675144.36
35, 26, 642442.40
35, 27, 419689.63
35, 28, 494604.89
35, 29, 1390652.53
35, 30, 845667.54
35, 31, -82601.55
35, 32, 758169.85
35, 33, 453074.85
35, 34, 248051.46
35, 35, 1292890.29
35, 36, -150870.47
35, 37, -17949.67
35, 38, 1247195.74
35, 39, 717075.69
35, 40, 971857.70
35, 41, 1740650.39
35, 42, 1370566.28
35, 43, 1193287.11
35, 44, 1251004.77
35, 45, 417901.56
35, 46, 545117.12
35, 47, 1241688.91
35, 48, 1474682.83
35, 49, 399530.97
35, 50, 902668.66
35, 51, 369149.82
35, 52, 273857.63
35, 53, -88979.89
35, 54, 1792494.87
35, 55, 1923776.14
35, 56, 1041047.59
35, 57, 1144064.89
35, 58, 236720.68
35, 59, 1655642.17
35, 60, 1816099.88
35, 61, 976815.87
35, 62, -88848.72
35, 63, 987914.83
35, 64, 1547279.80
35, 65, 718358.62
35, 66, 285425.69
35, 67, 1435729.21
35, 68, 1819543.17
35, 69, 211208.86
35, 70, 1892739.21
35, 71, 1040439.50
35, 72, 1317127.60
35, 73, 399037.61
35, 74, 1556174.41
35, 75, 1539360.51
35, 76, 357643.51
35, 77, 1213118.59
35, 78, 1210390.48
35, 79, 580751.01
35, 80, 1656594.93
35, 81, 309577.98
35, 82, 634532.07
35, 83, 1119486.26
35, 84, 242063.62
35, 85, 1718831.56
35, 86, 204076.72
35, 87, 1623231.12
35, 88, 219435.56
35, 89, 1914253.64
35, 90, 1734238.17
35, 91, 508396.20
35, 92, 775756.89
35, 93, 846913.93
35, 94, 1959079.76
35, 95, 200402.33
35, 96, 1172150.84
35, 97, 1779114.64
35, 98, 1276387.90
35, 99, 652208.70
36, 0, -160477.26
36, 1, 1967745.64
36, 2, 28061.57
36, 3, 1333651.98
36, 4, 1788973.44
36, 5, -5013.01
36, 6, 821179.24
36, 7, 1335024.32
36, 8, 1517875.50
36, 9, 411564.86
36, 10, 1280240.50
36, 11, -147889.31
36, 12, 1570609.79
36, 13, 865166.53
36, 14, 695875.80
36, 15, 676966.84
36, 16, 197608.11
36, 17, 1414454.47
36, 18, 836176.61
36, 19, 1204276.13
36, 20, 120747.08
36, 21, 302749.44
36, 22, 612379.32
36, 23, 587328.87
36, 24, 1354835.52
36, 25, 32183.64
36, 26, 1425054.74
36, 27, 785744.08
36, 28, 1370565.00
36, 29, 457525.75
36, 30, 1177716.23
36, 31, -4434.04
36, 32, 934508.87
36, 33, 1979375.49
36, 34, 724709.89
36, 35, 726011.35
36, 36, 1952783.59
36, 37, 806354.55
36, 38, 1684158.89
36, 39, 22189.89
36, 40, -69954.37
36, 41, 1857556.52
36, 42, 541307.57
36, 43, 495701.62
36, 44, 1669286.69
36, 45, -91230.46
36, 46, 413855.39
36, 47, -92732.64
36, 48, -2089.53
36, 49, 1755794.09
36, 50, 1804029.94
36, 51, 1431509.40
36, 52, 847428.82
36, 53, 1144992.72
36, 54, 1671335.83
36, 55, -128560.04
36, 56, 675407.50
36, 57, 906030.89
36, 58, 1867707.46
36, 59, 1151040.01
36, 60, -11967.64
36, 61, 104215.10
36, 62, 67363.79
36, 63, 1699998.14
36, 64, 634054.75
36, 65, 335859.78
36, 66, 1216593.13
36, 67, 1059450.92
36, 68, 1933374.99
36, 69, 1512095.42
36, 70, 820312.72
36, 71, 1761490.04
36, 72, -61506.88
36, 73, 13142.19
36, 74, 323670.37
36, 75, 1395574.92
36, 76, 1130214.35
36, 77, 1501895.82
36, 78, 1425497.56
36, 79, 620877.17
36, 80, 930821.10
36, 81, 1524895.98
36, 82, 405644.06
36, 83, 1561382.62
36, 84, 1164515.48
36, 85, 1801838.18
36, 86, 1533197.98
36, 87, 625062.52
36, 88, -56234.26
36, 89, -108490.90
36, 90, 605768.97
36, 91, 216009.21
36, 92, 870849.54
36, 93, -169972.89
36, 94, 1103710.34
36, 95, 1710226.90
36, 96, 1684537.00
36, 97, 180422.82
36, 98, 1282819.30
36, 99, 546684.12
37, 0, -105953.56
37, 1, 1424189.61
37, 2, -29740.76
37, 3, 1003322.62
37, 4, 1073052.13
37, 5, 899391.74
37, 6, 602498.09
37, 7, 709728.00
37, 8, 1396099.16
37, 9, -171310.54
37, 10, 448875.97
37, 11, 356270.99
37, 12, 1056539.90
37, 13, 390515.87
37, 14, 84392.67
37, 15, 1089491.05
37, 16, 1026953.99
37, 17, -101681.44
37, 18, 1215995.82
37, 19, 1476971.78
37, 20, -13621.68
37, 21, 1414929.35
37, 22, 179269.70
37, 23, 407368.29
37, 24, 659087.68
37, 25, 1229851.92
37, 26, 558449.83
